
441700	440000	2	city	阳江市	440000,441700	广东省,阳江市	广东省	阳江市		111.975107	21.859222
441781	441700	3	district	阳春市	440000,441700,441781	广东省,阳江市,阳春市	广东省	阳江市	阳春市	111.7905	22.169598
441721	441700	3	district	阳西县	440000,441700,441721	广东省,阳江市,阳西县	广东省	阳江市	阳西县	111.617556	21.75367
441702	441700	3	district	江城区	440000,441700,441702	广东省,阳江市,江城区	广东省	阳江市	江城区	111.968909	21.859182
441704	441700	3	district	阳东区	440000,441700,441704	广东省,阳江市,阳东区	广东省	阳江市	阳东区	112.011267	21.864728
440700	440000	2	city	江门市	440000,440700	广东省,江门市	广东省	江门市		113.094942	22.590431
440784	440700	3	district	鹤山市	440000,440700,440784	广东省,江门市,鹤山市	广东省	江门市	鹤山市	112.961795	22.768104
440704	440700	3	district	江海区	440000,440700,440704	广东省,江门市,江海区	广东省	江门市	江海区	113.120601	22.572211
440783	440700	3	district	开平市	440000,440700,440783	广东省,江门市,开平市	广东省	江门市	开平市	112.692262	22.366286
440781	440700	3	district	台山市	440000,440700,440781	广东省,江门市,台山市	广东省	江门市	台山市	112.793414	22.250713
440785	440700	3	district	恩平市	440000,440700,440785	广东省,江门市,恩平市	广东省	江门市	恩平市	112.314051	22.182956
440705	440700	3	district	新会区	440000,440700,440705	广东省,江门市,新会区	广东省	江门市	新会区	113.038584	22.520247
440703	440700	3	district	蓬江区	440000,440700,440703	广东省,江门市,蓬江区	广东省	江门市	蓬江区	113.07859	22.59677
441400	440000	2	city	梅州市	440000,441400	广东省,梅州市	广东省	梅州市		116.117582	24.299112
441426	441400	3	district	平远县	440000,441400,441426	广东省,梅州市,平远县	广东省	梅州市	平远县	115.891729	24.569651
441427	441400	3	district	蕉岭县	440000,441400,441427	广东省,梅州市,蕉岭县	广东省	梅州市	蕉岭县	116.170531	24.653313
441481	441400	3	district	兴宁市	440000,441400,441481	广东省,梅州市,兴宁市	广东省	梅州市	兴宁市	115.731648	24.138077
441424	441400	3	district	五华县	440000,441400,441424	广东省,梅州市,五华县	广东省	梅州市	五华县	115.775004	23.925424
441423	441400	3	district	丰顺县	440000,441400,441423	广东省,梅州市,丰顺县	广东省	梅州市	丰顺县	116.184419	23.752771
441403	441400	3	district	梅县区	440000,441400,441403	广东省,梅州市,梅县区	广东省	梅州市	梅县区	116.083482	24.267825
441402	441400	3	district	梅江区	440000,441400,441402	广东省,梅州市,梅江区	广东省	梅州市	梅江区	116.12116	24.302593
441422	441400	3	district	大埔县	440000,441400,441422	广东省,梅州市,大埔县	广东省	梅州市	大埔县	116.69552	24.351587
440900	440000	2	city	茂名市	440000,440900	广东省,茂名市	广东省	茂名市		110.919229	21.659751
440983	440900	3	district	信宜市	440000,440900,440983	广东省,茂名市,信宜市	广东省	茂名市	信宜市	110.941656	22.352681
440981	440900	3	district	高州市	440000,440900,440981	广东省,茂名市,高州市	广东省	茂名市	高州市	110.853251	21.915153
440904	440900	3	district	电白区	440000,440900,440904	广东省,茂名市,电白区	广东省	茂名市	电白区	111.007264	21.507219
440982	440900	3	district	化州市	440000,440900,440982	广东省,茂名市,化州市	广东省	茂名市	化州市	110.63839	21.654953
440902	440900	3	district	茂南区	440000,440900,440902	广东省,茂名市,茂南区	广东省	茂名市	茂南区	110.920542	21.660425
445100	440000	2	city	潮州市	440000,445100	广东省,潮州市	广东省	潮州市		116.632301	23.661701
445122	445100	3	district	饶平县	440000,445100,445122	广东省,潮州市,饶平县	广东省	潮州市	饶平县	117.00205	23.668171
445103	445100	3	district	潮安区	440000,445100,445103	广东省,潮州市,潮安区	广东省	潮州市	潮安区	116.67931	23.461012
445102	445100	3	district	湘桥区	440000,445100,445102	广东省,潮州市,湘桥区	广东省	潮州市	湘桥区	116.63365	23.664675
441500	440000	2	city	汕尾市	440000,441500	广东省,汕尾市	广东省	汕尾市		115.364238	22.774485
441523	441500	3	district	陆河县	440000,441500,441523	广东省,汕尾市,陆河县	广东省	汕尾市	陆河县	115.657565	23.302682
441521	441500	3	district	海丰县	440000,441500,441521	广东省,汕尾市,海丰县	广东省	汕尾市	海丰县	115.337324	22.971042
441502	441500	3	district	城区	440000,441500,441502	广东省,汕尾市,城区	广东省	汕尾市	城区	115.363667	22.776227
441581	441500	3	district	陆丰市	440000,441500,441581	广东省,汕尾市,陆丰市	广东省	汕尾市	陆丰市	115.644203	22.946104
445300	440000	2	city	云浮市	440000,445300	广东省,云浮市	广东省	云浮市		112.044439	22.929801
445322	445300	3	district	郁南县	440000,445300,445322	广东省,云浮市,郁南县	广东省	云浮市	郁南县	111.535921	23.237709
445381	445300	3	district	罗定市	440000,445300,445381	广东省,云浮市,罗定市	广东省	云浮市	罗定市	111.578201	22.765415
445321	445300	3	district	新兴县	440000,445300,445321	广东省,云浮市,新兴县	广东省	云浮市	新兴县	112.23083	22.703204
445302	445300	3	district	云城区	440000,445300,445302	广东省,云浮市,云城区	广东省	云浮市	云城区	112.04471	22.930827
445303	445300	3	district	云安区	440000,445300,445303	广东省,云浮市,云安区	广东省	云浮市	云安区	112.005609	23.073152
441600	440000	2	city	河源市	440000,441600	广东省,河源市	广东省	河源市		114.697802	23.746266
441625	441600	3	district	东源县	440000,441600,441625	广东省,河源市,东源县	广东省	河源市	东源县	114.742711	23.789093
441624	441600	3	district	和平县	440000,441600,441624	广东省,河源市,和平县	广东省	河源市	和平县	114.941473	24.44318
441622	441600	3	district	龙川县	440000,441600,441622	广东省,河源市,龙川县	广东省	河源市	龙川县	115.256415	24.101174
441623	441600	3	district	连平县	440000,441600,441623	广东省,河源市,连平县	广东省	河源市	连平县	114.495952	24.364227
441602	441600	3	district	源城区	440000,441600,441602	广东省,河源市,源城区	广东省	河源市	源城区	114.696828	23.746255
441621	441600	3	district	紫金县	440000,441600,441621	广东省,河源市,紫金县	广东省	河源市	紫金县	115.184383	23.633744
445200	440000	2	city	揭阳市	440000,445200	广东省,揭阳市	广东省	揭阳市		116.355733	23.543778
445281	445200	3	district	普宁市	440000,445200,445281	广东省,揭阳市,普宁市	广东省	揭阳市	普宁市	116.165082	23.29788
445222	445200	3	district	揭西县	440000,445200,445222	广东省,揭阳市,揭西县	广东省	揭阳市	揭西县	115.838708	23.4273
445224	445200	3	district	惠来县	440000,445200,445224	广东省,揭阳市,惠来县	广东省	揭阳市	惠来县	116.295832	23.029834
445202	445200	3	district	榕城区	440000,445200,445202	广东省,揭阳市,榕城区	广东省	揭阳市	榕城区	116.357045	23.535524
445203	445200	3	district	揭东区	440000,445200,445203	广东省,揭阳市,揭东区	广东省	揭阳市	揭东区	116.412947	23.569887
441800	440000	2	city	清远市	440000,441800	广东省,清远市	广东省	清远市		113.051227	23.685022
441882	441800	3	district	连州市	440000,441800,441882	广东省,清远市,连州市	广东省	清远市	连州市	112.379271	24.783966
441826	441800	3	district	连南瑶族自治县	440000,441800,441826	广东省,清远市,连南瑶族自治县	广东省	清远市	连南瑶族自治县	112.290808	24.719097
441825	441800	3	district	连山壮族瑶族自治县	440000,441800,441825	广东省,清远市,连山壮族瑶族自治县	广东省	清远市	连山壮族瑶族自治县	112.086555	24.567271
441881	441800	3	district	英德市	440000,441800,441881	广东省,清远市,英德市	广东省	清远市	英德市	113.405404	24.18612
441821	441800	3	district	佛冈县	440000,441800,441821	广东省,清远市,佛冈县	广东省	清远市	佛冈县	113.534094	23.866739
441823	441800	3	district	阳山县	440000,441800,441823	广东省,清远市,阳山县	广东省	清远市	阳山县	112.634019	24.470286
441802	441800	3	district	清城区	440000,441800,441802	广东省,清远市,清城区	广东省	清远市	清城区	113.048698	23.688976
441803	441800	3	district	清新区	440000,441800,441803	广东省,清远市,清新区	广东省	清远市	清新区	113.015203	23.736949
440200	440000	2	city	韶关市	440000,440200	广东省,韶关市	广东省	韶关市		113.591544	24.801322
440282	440200	3	district	南雄市	440000,440200,440282	广东省,韶关市,南雄市	广东省	韶关市	南雄市	114.311231	25.115328
440232	440200	3	district	乳源瑶族自治县	440000,440200,440232	广东省,韶关市,乳源瑶族自治县	广东省	韶关市	乳源瑶族自治县	113.278417	24.776109
440224	440200	3	district	仁化县	440000,440200,440224	广东省,韶关市,仁化县	广东省	韶关市	仁化县	113.748627	25.088226
440233	440200	3	district	新丰县	440000,440200,440233	广东省,韶关市,新丰县	广东省	韶关市	新丰县	114.207034	24.055412
440222	440200	3	district	始兴县	440000,440200,440222	广东省,韶关市,始兴县	广东省	韶关市	始兴县	114.067205	24.948364
440229	440200	3	district	翁源县	440000,440200,440229	广东省,韶关市,翁源县	广东省	韶关市	翁源县	114.131289	24.353887
440204	440200	3	district	浈江区	440000,440200,440204	广东省,韶关市,浈江区	广东省	韶关市	浈江区	113.599224	24.803977
440203	440200	3	district	武江区	440000,440200,440203	广东省,韶关市,武江区	广东省	韶关市	武江区	113.588289	24.80016
440205	440200	3	district	曲江区	440000,440200,440205	广东省,韶关市,曲江区	广东省	韶关市	曲江区	113.605582	24.680195
440281	440200	3	district	乐昌市	440000,440200,440281	广东省,韶关市,乐昌市	广东省	韶关市	乐昌市	113.352413	25.128445
440100	440000	2	city	广州市	440000,440100	广东省,广州市	广东省	广州市		113.280637	23.125178
440117	440100	3	district	从化区	440000,440100,440117	广东省,广州市,从化区	广东省	广州市	从化区	113.587386	23.545283
440114	440100	3	district	花都区	440000,440100,440114	广东省,广州市,花都区	广东省	广州市	花都区	113.211184	23.39205
440115	440100	3	district	南沙区	440000,440100,440115	广东省,广州市,南沙区	广东省	广州市	南沙区	113.53738	22.794531
440113	440100	3	district	番禺区	440000,440100,440113	广东省,广州市,番禺区	广东省	广州市	番禺区	113.364619	22.938582
440111	440100	3	district	白云区	440000,440100,440111	广东省,广州市,白云区	广东省	广州市	白云区	113.262831	23.162281
440105	440100	3	district	海珠区	440000,440100,440105	广东省,广州市,海珠区	广东省	广州市	海珠区	113.262008	23.103131
440103	440100	3	district	荔湾区	440000,440100,440103	广东省,广州市,荔湾区	广东省	广州市	荔湾区	113.243038	23.124943
440118	440100	3	district	增城区	440000,440100,440118	广东省,广州市,增城区	广东省	广州市	增城区	113.829579	23.290497
440104	440100	3	district	越秀区	440000,440100,440104	广东省,广州市,越秀区	广东省	广州市	越秀区	113.280714	23.125624
440106	440100	3	district	天河区	440000,440100,440106	广东省,广州市,天河区	广东省	广州市	天河区	113.335367	23.13559
440112	440100	3	district	黄埔区	440000,440100,440112	广东省,广州市,黄埔区	广东省	广州市	黄埔区	113.450761	23.103239
442000	440000	2	city	中山市	440000,442000	广东省,中山市	广东省	中山市		113.382391	22.521113
441900	440000	2	city	东莞市	440000,441900	广东省,东莞市	广东省	东莞市		113.746262	23.046237
150000	100000	1	province	内蒙古自治区	150000	内蒙古自治区	内蒙古自治区			111.670801	40.818311
150600	150000	2	city	鄂尔多斯市	150000,150600	内蒙古自治区,鄂尔多斯市	内蒙古自治区	鄂尔多斯市		109.99029	39.817179
150624	150600	3	district	鄂托克旗	150000,150600,150624	内蒙古自治区,鄂尔多斯市,鄂托克旗	内蒙古自治区	鄂尔多斯市	鄂托克旗	107.982604	39.095752
150621	150600	3	district	达拉特旗	150000,150600,150621	内蒙古自治区,鄂尔多斯市,达拉特旗	内蒙古自治区	鄂尔多斯市	达拉特旗	110.040281	40.404076
150622	150600	3	district	准格尔旗	150000,150600,150622	内蒙古自治区,鄂尔多斯市,准格尔旗	内蒙古自治区	鄂尔多斯市	准格尔旗	111.238332	39.865221
150625	150600	3	district	杭锦旗	150000,150600,150625	内蒙古自治区,鄂尔多斯市,杭锦旗	内蒙古自治区	鄂尔多斯市	杭锦旗	108.736324	39.831789
150626	150600	3	district	乌审旗	150000,150600,150626	内蒙古自治区,鄂尔多斯市,乌审旗	内蒙古自治区	鄂尔多斯市	乌审旗	108.842454	38.596611
150623	150600	3	district	鄂托克前旗	150000,150600,150623	内蒙古自治区,鄂尔多斯市,鄂托克前旗	内蒙古自治区	鄂尔多斯市	鄂托克前旗	107.48172	38.183257
150602	150600	3	district	东胜区	150000,150600,150602	内蒙古自治区,鄂尔多斯市,东胜区	内蒙古自治区	鄂尔多斯市	东胜区	109.98945	39.81788
150627	150600	3	district	伊金霍洛旗	150000,150600,150627	内蒙古自治区,鄂尔多斯市,伊金霍洛旗	内蒙古自治区	鄂尔多斯市	伊金霍洛旗	109.787402	39.604312
150603	150600	3	district	康巴什区	150000,150600,150603	内蒙古自治区,鄂尔多斯市,康巴什区	内蒙古自治区	鄂尔多斯市	康巴什区	109.790076	39.607472
150700	150000	2	city	呼伦贝尔市	150000,150700	内蒙古自治区,呼伦贝尔市	内蒙古自治区	呼伦贝尔市		119.758168	49.215333
150702	150700	3	district	海拉尔区	150000,150700,150702	内蒙古自治区,呼伦贝尔市,海拉尔区	内蒙古自治区	呼伦贝尔市	海拉尔区	119.764923	49.213889
150785	150700	3	district	根河市	150000,150700,150785	内蒙古自治区,呼伦贝尔市,根河市	内蒙古自治区	呼伦贝尔市	根河市	121.532724	50.780454
